"","X","filename","sentence","index","date","url","filepath","candidate","shared_article"
"162",5149,"trump_at_msg_says_hes_running_against_something_far_bigger_than_kamala.txt","",66,"2024-10-27","https://www.dailywire.com/news/trump-at-msg-says-hes-running-against-something-far-bigger-than-kamala","./trump_extracted_text/trump_at_msg_says_hes_running_against_something_far_bigger_than_kamala.txt","trump",FALSE
"163",5173,"trump_blasts_dem_senators_attempts_to_tie_themselves_to_him_days_before_election.txt","",67,"2024-10-23","https://www.dailywire.com/news/trump-blasts-dem-senators-attempts-to-tie-themselves-to-him-days-before-election","./trump_extracted_text/trump_blasts_dem_senators_attempts_to_tie_themselves_to_him_days_before_election.txt","trump",FALSE
"164",5192,"trump_campaign_memo_describes_massive_turnout_deficit_for_dems_on_eve_of_election.txt","",68,"2024-11-04","https://www.dailywire.com/news/trump-campaign-memo-describes-massive-turnout-deficit-for-dems-on-eve-of-election","./trump_extracted_text/trump_campaign_memo_describes_massive_turnout_deficit_for_dems_on_eve_of_election.txt","trump",FALSE
"165",5214,"trump_campaign_responds_to_fake_news_claiming_he_called_for_liz_cheney_to_be_fired_upon.txt","",69,"2024-11-01","https://www.dailywire.com/news/trump-campaign-responds-to-fake-news-claiming-he-called-for-liz-cheney-to-be-fired-upon","./trump_extracted_text/trump_campaign_responds_to_fake_news_claiming_he_called_for_liz_cheney_to_be_fired_upon.txt","trump",FALSE
"166",5260,"trump_campaign_says_it_won_battle_in_pennsylvania_early_in_person_voting_can_continue.txt","",70,"2024-10-30","https://www.dailywire.com/news/trump-campaign-says-it-won-battle-in-pennsylvania-early-in-person-voting-can-continue","./trump_extracted_text/trump_campaign_says_it_won_battle_in_pennsylvania_early_in_person_voting_can_continue.txt","trump",FALSE
"167",5290,"trump_credits_god_with_saving_his_life_expresses_appreciation_for_gods_providence.txt","",71,"2024-10-18","https://www.dailywire.com/news/trump-credits-god-with-saving-his-life-expresses-appreciation-for-gods-providence","./trump_extracted_text/trump_credits_god_with_saving_his_life_expresses_appreciation_for_gods_providence.txt","trump",FALSE
"168",5317,"trump_demands_action_after_colorado_officials_say_voting_system_passwords_leaked.txt","",72,"2024-11-01","https://www.dailywire.com/news/trump-demands-action-after-colorado-officials-say-voting-system-passwords-leaked","./trump_extracted_text/trump_demands_action_after_colorado_officials_say_voting_system_passwords_leaked.txt","trump",FALSE
"169",5342,"trump_drops_new_policy_at_madison_square_garden_tax_credit_for_family_caregivers.txt","",73,"2024-10-27","https://www.dailywire.com/news/trump-drops-new-policy-at-madison-square-garden-tax-credit-for-family-caregivers","./trump_extracted_text/trump_drops_new_policy_at_madison_square_garden_tax_credit_for_family_caregivers.txt","trump",FALSE
"170",5376,"trump_gets_in_garbage_truck_to_address_bidens_garbage_insult.txt","",74,"2024-10-30","https://www.dailywire.com/news/trump-gets-in-garbage-truck-to-address-bidens-garbage-insult","./trump_extracted_text/trump_gets_in_garbage_truck_to_address_bidens_garbage_insult.txt","trump",FALSE
"171",5406,"trump_pledges_to_name_cabinet_member_dedicated_to_reducing_cost_of_living.txt","",75,"2024-10-31","https://www.dailywire.com/news/trump-pledges-to-name-cabinet-member-dedicated-to-reducing-cost-of-living","./trump_extracted_text/trump_pledges_to_name_cabinet_member_dedicated_to_reducing_cost_of_living.txt","trump",FALSE
"172",5428,"trump_promises_tariffs_on_all_products_from_mexico_until_it_curbs_flow_of_migrants_into_u_s.txt","",76,"2024-11-04","https://www.dailywire.com/news/trump-promises-tariffs-on-all-products-from-mexico-until-it-curbs-flow-of-migrants-into-u-s","./trump_extracted_text/trump_promises_tariffs_on_all_products_from_mexico_until_it_curbs_flow_of_migrants_into_u_s.txt","trump",FALSE
"173",5451,"trump_religious_exemption_to_ivf_mandate_is_a_pretty_good_idea.txt","",77,"2024-10-18","https://www.dailywire.com/news/trump-religious-exemption-to-ivf-mandate-is-a-pretty-good-idea","./trump_extracted_text/trump_religious_exemption_to_ivf_mandate_is_a_pretty_good_idea.txt","trump",FALSE
"174",5474,"trump_responds_to_biden_calling_74_million_americans_garbage.txt","",78,"2024-10-29","https://www.dailywire.com/news/trump-responds-to-biden-calling-74-million-americans-garbage","./trump_extracted_text/trump_responds_to_biden_calling_74_million_americans_garbage.txt","trump",FALSE
"175",5502,"trump_rips_kamalas_lie_that_hes_canceling_events.txt","",79,"2024-10-18","https://www.dailywire.com/news/trump-rips-kamalas-lie-that-hes-canceling-events","./trump_extracted_text/trump_rips_kamalas_lie_that_hes_canceling_events.txt","trump",FALSE
"176",5525,"trump_rocks_madison_square_garden_kamala_panics.txt","",80,"2024-10-28","https://www.dailywire.com/news/trump-rocks-madison-square-garden-kamala-panics","./trump_extracted_text/trump_rocks_madison_square_garden_kamala_panics.txt","trump",FALSE
"177",5553,"trump_says_intel_leak_on_israeli_militarys_plans_probably_came_from_defense_department.txt","",81,"2024-10-22","https://www.dailywire.com/news/trump-says-intel-leak-on-israeli-militarys-plans-probably-came-from-defense-department","./trump_extracted_text/trump_says_intel_leak_on_israeli_militarys_plans_probably_came_from_defense_department.txt","trump",FALSE
"178",5578,"trump_says_kamala_has_lost_catholic_support_after_unprecedented_targeting.txt","",82,"2024-10-25","https://www.dailywire.com/news/trump-says-kamala-has-lost-catholic-support-after-unprecedented-targeting","./trump_extracted_text/trump_says_kamala_has_lost_catholic_support_after_unprecedented_targeting.txt","trump",FALSE
"179",5600,"trump_says_kamala_is_running_a_campaign_of_absolute_hate.txt","",83,"2024-10-29","https://www.dailywire.com/news/trump-says-kamala-is-running-a-campaign-of-absolute-hate","./trump_extracted_text/trump_says_kamala_is_running_a_campaign_of_absolute_hate.txt","trump",FALSE
"180",5624,"trumps_bodyguard_describes_how_he_is_a_man_of_the_people.txt","",84,"2024-11-04","https://www.dailywire.com/news/trumps-bodyguard-describes-how-he-is-a-man-of-the-people","./trump_extracted_text/trumps_bodyguard_describes_how_he_is_a_man_of_the_people.txt","trump",FALSE
"181",5644,"trumps_cruising_kamalas_crashing.txt","",85,"2024-10-21","https://www.dailywire.com/news/trumps-cruising-kamalas-crashing","./trump_extracted_text/trumps_cruising_kamalas_crashing.txt","trump",TRUE
"182",5686,"trump_serves_fries_while_kamala_serves_lies.txt","",86,"2024-10-21","https://www.dailywire.com/news/trump-serves-fries-while-kamala-serves-lies","./trump_extracted_text/trump_serves_fries_while_kamala_serves_lies.txt","trump",FALSE
"183",5768,"trump_signals_he_will_ban_transgender_athletes_from_womens_sports_cant_have_it.txt","",87,"2024-10-16","https://www.dailywire.com/news/trump-signals-he-will-ban-transgender-athletes-from-womens-sports-cant-have-it","./trump_extracted_text/trump_signals_he_will_ban_transgender_athletes_from_womens_sports_cant_have_it.txt","trump",FALSE
"184",5792,"trumps_israel_ambassador_criticizes_jews_who_think_kamala_better_on_israel_fighting_anti_semitism.txt","",88,"2024-11-01","https://www.dailywire.com/news/trumps-israel-ambassador-criticizes-jews-who-think-kamala-better-on-israel-fighting-anti-semitism","./trump_extracted_text/trumps_israel_ambassador_criticizes_jews_who_think_kamala_better_on_israel_fighting_anti_semitism.txt","trump",FALSE
"185",5815,"trump_sues_cbs_news_for_10_billion_over_kamala_60_minutes_interview_edits.txt","",89,"2024-10-31","https://www.dailywire.com/news/trump-sues-cbs-news-for-10-billion-over-kamala-60-minutes-interview-edits","./trump_extracted_text/trump_sues_cbs_news_for_10_billion_over_kamala_60_minutes_interview_edits.txt","trump",FALSE
"186",5838,"trump_supporter_sues_cali_sheriff_for_accusing_him_of_trying_to_assassinate_trump.txt","",90,"2024-10-17","https://www.dailywire.com/news/trump-supporter-sues-cali-sheriff-for-accusing-him-of-trying-to-assassinate-trump","./trump_extracted_text/trump_supporter_sues_cali_sheriff_for_accusing_him_of_trying_to_assassinate_trump.txt","trump",FALSE
"187",5861,"trump_tells_6_year_old_his_favorite_farm_animal_and_how_kamalas_going_to_take_them_away.txt","",91,"2024-10-18","https://www.dailywire.com/news/trump-tells-6-year-old-his-favorite-farm-animal-and-how-kamalas-going-to-take-them-away","./trump_extracted_text/trump_tells_6_year_old_his_favorite_farm_animal_and_how_kamalas_going_to_take_them_away.txt","trump",FALSE
"188",5889,"trump_tells_supporters_biden_harris_have_treated_you_like_garbage.txt","",92,"2024-10-30","https://www.dailywire.com/news/trump-tells-supporters-biden-harris-have-treated-you-like-garbage","./trump_extracted_text/trump_tells_supporters_biden_harris_have_treated_you_like_garbage.txt","trump",FALSE
"189",5917,"trump_unveils_plan_to_seize_assets_from_gangs_and_drug_cartels_give_to_migrant_crime_victims.txt","",93,"2024-10-29","https://www.dailywire.com/news/trump-unveils-plan-to-seize-assets-from-gangs-and-drug-cartels-give-to-migrant-crime-victims","./trump_extracted_text/trump_unveils_plan_to_seize_assets_from_gangs_and_drug_cartels_give_to_migrant_crime_victims.txt","trump",FALSE
"190",5942,"trump_warns_that_black_neighborhoods_will_be_majority_migrant_if_kamala_wins.txt","",94,"2024-10-16","https://www.dailywire.com/news/trump-warns-that-black-neighborhoods-will-be-majority-migrant-if-kamala-wins","./trump_extracted_text/trump_warns_that_black_neighborhoods_will_be_majority_migrant_if_kamala_wins.txt","trump",FALSE
"191",5965,"trump_won_hearts_and_minds_during_nyc_court_battles_habba_says.txt","",95,"2024-10-27","https://www.dailywire.com/news/trump-won-hearts-and-minds-during-nyc-court-battles-habba-says","./trump_extracted_text/trump_won_hearts_and_minds_during_nyc_court_battles_habba_says.txt","trump",FALSE
"192",5986,"trump_works_fry_cooker_at_mcdonalds_roasts_kamala_ive_now_worked_15_minutes_more_than_she_has.txt","",96,"2024-10-20","https://www.dailywire.com/news/trump-works-fry-cooker-at-mcdonalds-roasts-kamala-ive-now-worked-15-minutes-more-than-she-has","./trump_extracted_text/trump_works_fry_cooker_at_mcdonalds_roasts_kamala_ive_now_worked_15_minutes_more_than_she_has.txt","trump",FALSE
"193",6034,"understand_whats_at_stake_heritage_president_urges_people_of_faith_to_vote_against_kamala.txt","",97,"2024-11-01","https://www.dailywire.com/news/understand-whats-at-stake-heritage-president-urges-people-of-faith-to-vote-against-kamala","./trump_extracted_text/understand_whats_at_stake_heritage_president_urges_people_of_faith_to_vote_against_kamala.txt","trump",FALSE
"194",6064,"wsj_dismisses_attacks_on_trumps_mental_decline_after_90_minute_interview.txt","",98,"2024-10-20","https://www.dailywire.com/news/wsj-dismisses-attacks-on-trumps-mental-decline-after-90-minute-interview","./trump_extracted_text/wsj_dismisses_attacks_on_trumps_mental_decline_after_90_minute_interview.txt","trump",FALSE
"195",6083,"you_have_to_fight_like_hell_trump_sits_down_with_bussin_with_the_boys_podcast.txt","",99,"2024-10-15","https://www.dailywire.com/news/you-have-to-fight-like-hell-trump-sits-down-with-bussin-with-the-boys-podcast","./trump_extracted_text/you_have_to_fight_like_hell_trump_sits_down_with_bussin_with_the_boys_podcast.txt","trump",FALSE
